Job,Skills/Keywords
Senior Analyst - Data Processing,"Product innovation, Consumer insights, Analytical skills, SAS, Analyst, Computer science, PDF, Data processing"
Senior Analyst ? Data Science and Artificial Intelligence,"deep learning, advanced analytics, SAS, big data, Analyst, neo4j, Artificial Intelligence, Predictive modeling"
"Senior Analyst - AI/RPA, Lending, Big Data and Analytics","Consulting, Analytical, Senior Analyst, Research, Management consulting, Analytics, Secondary research, Primary research"
Senior Data Analyst - Workforce Management Planning,"Manager Technology, Data analysis, Data Analyst, Staffing, Workforce management, Scheduling, Analyst, Process improvement"
Sr. Quality Analyst - Data,"ETL testing, BPO, Senior Quality Analyst, Manager Technology, Database, Data quality, Reconciliation, Manager Quality Assurance"
Analyst/Senior Analyst - Data Processing,"Product innovation, Administration, Market research, Analytical skills, SAS, Analyst, PDF, Data processing"
Data Analyst - GO-PAY,"Data analysis, SQL, Computer science, Product management, Data mining, Analytics, HTML, Business intelligence"
Urgently Hiring For Data Research Analyst - Bangalore,"Data Analysis, Python, Data research analyst, SAS, Research Analysis, Data Research, Tableau, Market Research"
Senior Manager Data and AI Delivery,"Business analytics, Supply chain, Computer science, Cloud computing, Machine learning, Data structures, Agile, Project management"
IT Security Data Privacy Analyst,"HIPAA, Information Security, Nist, Cyber Security, Gdpr, Iso 27001 Lead Auditor, Data Privacy, it security"
Data Visualization Analyst - Tableau/ Power BI,"tableau software, data analytics, data analysis, R language, Dashboard Development, Data Visualization, sql, Power Bi"
"Senior Advisor, Data Science","SQL Server, PostgreSQL, Probability, Statistics, Machine Learning, Cassandra, C, Oracle"
Data Engineering - Associate Vice President,"Analytical, SCALA, Interpersonal skills, Computer science, People management skills, Stakeholder management, Coding, Project management"
Senior Manager - Big Data,"Python, Testing, big data, Cloud, IT Skills, Software Development, Oracle, Data Science"
MIS Executive | Data Analyst,"mis executive, Macros, Excel Dashboards, MIS, VLOOKUP, Advanced Excel, Formulas, mis manager"
SQL Data Analyst,"Data Analyst, Programming, C++, Agile, Data modeling, Python, C#, Analyst 3, Database design, Analytical, Business analysis, Java, C, Business intelligence, Healthcare, Data warehousing, Back office, Data structures, IT Skills, MySQL"
Data & Analytics Tech - Big Data - Senior Manager,"Data modeling, RDBMS, Data management, Analytics, QlikView, SQL, Oracle, MySQL"
Sr. Data Architect,"Performance tuning, Open source, Automation, Manager Quality Assurance, Teradata, Agile, Oracle, Data modeling"
Data Management Analyst,"SAP, data governance, developing, Microsoft Suite, PLSQL, RPA, Advanced Excel, verbal, HLOOKUP, Teradata, Data Quality, audits, Excel macro, written communication, SQL, Excel, Data conversion, UI path, Analyst, MIS, monitoring, Metadata, VBA, data quality, Data analysis, VLOOKUP, data management, Data Management"
Data Quality Analyst,"Data Quality Analyst, Quality Assurance, Billing, Market analysis, DWH Testing, Monitoring, Advance SQL, Telecom, Python, Publishing, Gaming, Business process, Testing, IT services, Automation Testing, Payroll, Informatica Data Quality, Data management, BI Tools, Pharma, SQL, trade reporting, DevOps, Data Quality Analysis, Financial services, Data validation, Statistical Data Analysis, data analyst, Operations, Swaps, communication, Tableau, Bloomberg, Service tax, Data analysis, Healthcare, Cloud, data analysis, ETL Testing, Informatica Powercenter, IT Skills, Risk Mitigation, Change management, ETL, Power Bi, Fixed income"
ESG Data Analyst - Alternative Data (Japanese Speaking),"Data analysis, Data analytics, Social media, Data quality, Workflow, PDF, Excel, Japanese"
Data analytics_SR Analyst,"Analytical, Usage, Data collection, Supply chain, Automation, Microstrategy, Merchandising, Business intelligence"
Analyst - Data Management and Governance,"Test scripts, Pharmacy, Visio, PLM, Data management, MS Office, Customer service, Nutrition"
"Analyst, Data Management and Governance","BPO, PLM, agile, troubleshooting, oracle, Change Management, Oracle Agile, DMCO, Product Lifecycle Management, Master Data, Data Management"
Looking For Data Analyst,"Big Data, Cloud, Data Warehousing, Data Visualization, IT Skills, ETL, Tableau, Data Science"
ERP Data Analyst,"Javascript, SOC, data integrity, Data Analyst, Computer science, Project tracking, Process improvement, Project management"
Assoc Data Analyst,"Big Data, Python, Data analysis, AWS, Computer science, Digital Marketing, IT Skills, Tableau"
Jeevansathi.com is hiring For Product Operations - Data Analyst,"Data Analysis, Data Mining, Data Extraction, Dashboards, Dashboard Development, SQL, MySQL, SQL Database"
Associate Data Warehouse Engineer,"Diversity and Inclusion, Business banking, data science, Health insurance, Data mining, Programming, Operations, Product marketing"
Back Office Operation/backend /data Entry/analyst,"BPO, Data analysis, Scheduling, Legal process outsourcing, Data management, Back office, PDF, Backend"
Field Data Analyst (FDA),"Application engineering, Data Analyst, Data analytics, Product engineering, Management, Data mining, Reliability engineering, Excel"
Data Analyst with Strong SQL,"modeling, BIG Data, Data warehousing, Informatica Powercenter, IT Skills, SQL, ETL, analytical"
Analyst - Data Mgmt Quant Analysis,"Quality standards, Legal documentation, Programming, Debugging, Loans, Financial Instruments, MS Access, Swaps"
Data reporting analyst,"Data analysis, Usage, Business reporting, Automation, Reporting Analyst, Training, data reporting, Excel"
Data Analyst ( Ad Tech & Analytics ),"Data Analyst, Sql, Excel, Tableau, Computer Science, Data Analytics"
Data Analyst & Business Analyst Fresher Experience Can Apply,"Python, Business Consulting, Algorithms, Business Analysis, core and advance python programming, Power Bi, Data Science, Data Management"
Reference Data Management - Analyst,"Capital IQ, Data collection, Data management, Data quality, microsoft, Analytics, Manager Quality Assurance, Bloomberg"
Business Intelligence (Data & Analytics) Business Analyst,"Analytical, Agile methodology, Data analytics, qlik sense, data visualization, power bi, Business Analyst, Business intelligence"
Developers Data Analyst,"JOIN, Data Analysis, Machine Learning, Customer Analytics, PL / SQL, software development life, Waterfall, communication"
OFSAA-FSDF Data Analyst,"MOM, data mapping, PLSQL, Data Analyst"
Business Analyst - Data Governance,"Consulting, Investment banking, Equity research, Business Analyst, Talent acquisition, Pharma, Primary research, Associate Analyst"
Data Analyst - HR,"Data Analysis, HR MIS, VBA, Dashboards, Power Apps, Power Bi, Excel, Power Automate"
Big Data Developer,"Azure cloud, developing, AWS, SparkQL, SDLC, SPSS, MapReduce, BDM, Technical Design, Apache Flink, Computer science, PySpark, Oozie, Pyspark, C++, DHW, Agile Development, Data Quality, Oracle, YARN, Tools, Testing, data modelling, Druid, CDC, MIN, Lambda, NoSQL, scala, Analytical, Performance tuning, SPARK, Hdfs, Hadoop Architecture, AWS services, Flink, AWS Security, communication, kafka, Coding, Linux Shell scripting, Spark Programming, Business intelligence, analytical, spark, hdfs, C #, AZURE, Azure Data Factory, data privacy, XML, Data quality, Management consulting, Automation, Debugging, Informatica, Data Engineering, HTTP, hbase, Basic, python, Data Processing, Amazon Kinesis, algorithms, spring batch, data lake, Business Transformation, Cloudera, data engineer, Kafka, Diversity and Inclusion, warehouse, SCALA, cassandra, Nifi, ui, software development, Databricks, object - oriented / scripting, HADOOP, Spark and Kafka, big data devloper, SQL queries, Hive, IoT, data architecture, TWS, DevOps, Agile methodology, Node . Js, Snowflake, J2Ee, Software Development, Apache, Data Science, Continuous Integration, Pig, big data, cloudera Hadoop ecosystem, hive, data analysis, CI / CD, HBase, Data structures, No sql, ETL, Python scripting, Impala, Aws Lambda, Bash Scripting, OOAD, oozie, KAFKA, Workflow, Azure, Technical Lead, web, Agile, plotly, CORE JAVA, Technical, code, SSIS, shell scripting, spring, HR, written communication, BigData, SQL, Big Data Developer, Grafana, Hadoop Map Reduce, production support, Manager Technology, Bigdata, Unix scripting, VMware, map reduce, Java, software, unix, Tableau, Hadoop, Scripting Languages, JavaMR, Cloud, Autosys, Information technology, IT Skills, hadoop, Hbase, Javascript, Machine Learning, Azure Databricks, career development, Application programming, verbal, Monitoring, Unix, agile methodologies, Teradata, messaging, Python, Sqoop, Big data, Data Warehousing, technical, Open source, Windows, GCP, openstack, HDFS, Windows administration, sql, Linux, java, Scalar, Spark, Core Java, Algorithms, Jenkins, oop, written, debugging, EMR, computer science, HQL, APACHE KUDU, Scala, Big Data, design, Vmware Administrator, Apache Spark, Data mining, Hadoop Hortonworks, Analytics, Hibernate, Streaming, Computer Science"
Sr. Azure Data Engineer - WFH - Quick Joiners Only,"Azure Data Factory, Python, Azure Data Lake Analytics, Azure Data, Databricks, Azure Services Data factory, Pyspark, Hive"
Talend Big Data Application Developer,"Consulting, data governance, SAP, AWS, data visualization, PAAS, Computer science, verbal, Unix, Agile, Talend Big Data, C#, Business process, Testing, Talend, written communication, Shell scripting, microsoft, Spark, Analytical, RDBMS, Java, Coding, analytical, Big Data, XML, Information technology, Data quality, IT Skills, ETL"
Sr Big Data Engineer - Leading Company - Bangalore,"Spark Streaming, Cloud Bigdata, Sqoop, Pig, Java, SQL, Hive, Hadoop"
Senior Technical Lead - Data Engineer,"AWS, Root cause analysis, Communication, Agile, Python, Testing, QA automation, Maven, Selenium, Process improvement, Product engineering, Micro services architecture, Java, Cypress, Engineering services, Software Development, API Testing, Patch management, Incident management, Automation, IT Skills"
Sr Data Engineer / Lead Data Engineer,"Azure Data Factory, SQL Server, C#, Java, Debugging, OLAP, Azure, Azure Data Pipeline"
Senior Data Engineer-Lead/Architect,"Lead Architect, DevOps, Kafka, AWS, AWS Glue, Cloud, Architecture, RedShift, S3, Data management, Data warehousing, Change management, IT Skills, ETL, Lambda Architecture, Spark"
Data Engineer / Sr. Data Engineer / Lead Data Engineer,"Big Data, Data modeling, E - Commerce, Data Modeling, Java, Spark, Data management, JIRA, ERP, Data Science, Hive, Data Management, Agile, Customer service, Coding, Project management"
Lead Data Engineer / Senior Data Engineer,"airflow, ETL Tool, data modeling, python, pyspark, sql queries, Azure, data engineering"
Senior Lead Engineer Data & Analytics,"Lead, Project management, SSIS, Active directory, Troubleshooting, HTML, Business intelligence, SSRS"
JUNIOR BIG DATA ANALYST IN,"Data collection, Digital marketing, Data quality, Web analytics, Quantitative research, Google Analytics, Oracle, MySQL"
Fresher Job - Junior MIS Executive / Data Analyst,"excel, BPO, Project Management, JIRA, Excel Sheet, Confluence, IT Skills, MS Office"
Scientist I - Strain Engineering,"Construction, Academic Research, Manager Technology, Genetics, Data analysis, Interpersonal skills, Biotechnology, Molecular biology"
Data Engineer | Leading Product Company | Bangalore,"Python, Talend Development, Informatica Development, SQL Development, IT Skills, ETL, Software Development, Data Modeling"
Lead Data Engineer - MSBI / Azure,"C #, Ssas, Business Intelligence, Java, IT Skills, Power Bi, Sql Server, Msbi"
Big Data Engineer/Lead,"Big Data, Python, Linux, AWS, Power BI, IT Skills, Tableau, Elastic Search"
Lead Software Engineers: Java and Big Data,"Kafka, core Java, scala programming, debugging, EMR, Java, Spark, data structure"
Lead Software Engineer: Big Data/Cloud Technologies,"Core Java, HP data protector, Data processing, Linux, Data structures, Maven, Apache, Coding"
Azure Senior Data Engineer,"DevOps, Python, Databricks, Apache Spark, business intelligence, IT Skills, ETL, Microsoft Azure"
Sr. Talend Big Data Engineer,"Azure Data Factory, Apache Hive, ADF, RDBMS, Performance, data warehousing, ETL, Hive"
Data Engineer / Senior Data Engineer,"communication, Boomi, Snaplogic, Talend, data integration, analytical, Workflow Management, Spark, ETL, SQL, Data Lake, Data Engineer, Scala, Computer Science, Aws, Hadoop"
Data Engineer or Senior Data Engineer Position,"Python, spark, SCALA, AWS, S3, IT Skills, SQL, data engineer"
Staff/Sr Staff Data Science Engineer,"Distribution system, Network security, Computer science, Product management, Data management, Automation, Machine learning, Networking"
"Senior Software Engineer , Data Science","Analytical, Banking, SCALA, data science, Computer science, Programming, CMS, HTML"
Senior Data Engineer Open Source Big Data Systems,"Consulting, Ruby, big data, Open source, Analytics, Data structures, Monitoring, Perl"
