Job_Role,Company,Location,Skills/Description,Min Experience,Max Experience
Senior Process Data Engineer,Shell,Chennai,"Power BI, Spotfire, Log Analysis, Microsoft Power Bi, Advanced Analytics, Information Management, Data Warehousing, HP Data Protector",9.0,12.0
Senior Data Engineer - Data Management (Pyspark) | Advance Auto Parts,TALENT500 TECH (INDIA) PRIVATE LIMITED,Hyderabad/Secunderabad,"Pyspark, AWS",3.0,5.0
Senior Data Engineer - Pyspark | Advance Auto Parts,TALENT500 TECH (INDIA) PRIVATE LIMITED,Hyderabad/Secunderabad,"Pyspark, AWS",4.0,8.0
Senior Data Engineer - Pyspark | Advance Auto Parts,TALENT500 TECH (INDIA) PRIVATE LIMITED,Hyderabad/Secunderabad,"Pyspark, AWS",3.0,6.0
Data Analyst Engineer,SMI Coated Products Private Limited,"Mumbai Suburban, Mumbai (All Areas)","candidae shall quick learner with good communication and team skills and excellent coordination wih HOD and support staff, green belt, data analysis, candidae shall be prepared for timel, Process Excellence, Good a compuing and Excell shees is a must",6.0,11.0
Data Engineer at Amazon,Blob Infotech Pvt Ltd,"Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru","Data Warehousing, Big Data, Data Modeling, aws, ETL, Performance Tuning, Python, SQL",5.0,8.0
Data Engineer,idfc first bank,Bangalore/Bengaluru,"Data migration, Linux, Networking, Data management, RDBMS, Database design, Teradata, Troubleshooting",2.0,4.0
Data Integration Engineer,Exxon Mobil Corporation,Bangalore/Bengaluru,"Change management, SAP, Visual Basic, Data management, Data modeling, Business intelligence, Information technology, Virtualization",2.0,3.0
Principal Engineer - Data Science,Western Digital,Bangalore/Bengaluru,"Data Science, R, Data Scientist, C + +, Data Mining, Product Engineering, Machine Learning, Python",4.0,8.0
Data Engineer,Razorpay,Bangalore/Bengaluru,"metadata, NoSQL, cassandra, Analytical, Schema, Data structures, MongoDB, SQL",7.0,12.0
Data Engineer,Educational Initiatives,Bangalore/Bengaluru,"MapReduce, Azure, Spark, Hortonworks, Big Data, Cloudera, Hadoop, Impala",6.0,10.0
Data Engineer,Birlasoft,"Noida, Pune, Bangalore/Bengaluru","development testing, spark, ssis, Communication, Spark SQL, ETL, PowerBI, Scala",8.0,13.0
Data Engineer,Calsoft,"Kolkata, Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",Data warehouse,2.0,6.0
Engineering Manager - Data Engineering,Hotstar,"Mumbai, Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru","Computer science, spark, Infrastructure, Distribution network, SDLC, Analytics, SQL, Python",5.0,8.0
Engineering Manager - Data Engineering,Gojek,Bangalore/Bengaluru,"Solution architecture, NoSQL, TDD, GCP, Data modeling, Agile, Programming, HTTP",8.0,12.0
"Software Engineer, Data",AutoCAD,Bangalore/Bengaluru,"IT Skills, Python, Testing, Cloud, Jenkins, AWS, Computer science, Automation",4.0,9.0
Big Data Engineer - Manager,E&Y,Bangalore/Bengaluru,"Data modeling, MySQL, Agile, Data structures, Oracle, Business intelligence, Troubleshooting, Open source",5.0,10.0
Data Engineer,IBM,Gurgaon/Gurugram,"Predictive modeling, SPSS, Forecasting, MATLAB, Analytics, Simulation, Machine learning, Open source",2.0,7.0
Data Engineer Architect,mfine,Bangalore/Bengaluru,"Data modeling, RDBMS, MIS, MySQL, Apache, Business intelligence, Open source, Analytics",3.0,8.0
Data Engineer -MSys Technologies - WFH/Remote - Immediate Joiner,MSys Tech India Pvt. Ltd.,"Pune, Chennai, Bangalore/Bengaluru","Data Engineering, scala, IT Skills, Java, Python, Software Development, Cloud, Big Data",4.0,9.0
Data Engineer,United Airlines,"Gurgaon/Gurugram, Bangalore/Bengaluru","python, Big Data, Spark, IT Skills, Java, Software Development, Cloud, Oracle",2.0,4.0
Data Engineer,L&T Infotech (LTI),Chennai,"Data Mining, Java, Analytical, Sql Database Design, Process Mining, Python, IT Skills, Predictive Modeling",2.0,5.0
Data Engineer (Azure / SSIS),Encora,"Pune, Chennai, Bangalore/Bengaluru","SSIS, Python, APIs, Azure Data, Kafka, factory, PySpark, MS SSIS",5.0,10.0
Data Engineer,AXA Technology Services India Pvt. Ltd,Gurgaon/Gurugram,"SAS, Data management, MIS, Datastage, Data structures, Informatica, microsoft, Analytics",2.0,5.0
Data Engineering Opportunity with PayU,PayU,"Gurgaon/Gurugram, Bangalore/Bengaluru, Mumbai (All Areas)","Data Ingestion, python, spark, data wrangling, data engineering, algorithms, snowflake, Django",7.0,12.0
Hiring Data Engineers || Hyderebad & Pune,Synechron,"Hyderabad/Secunderabad, Pune","Hadoop, SCALA, Big Data, IT Skills, Java, Python, Cloud, Jenkins",3.0,8.0
Data Engineer - Chennai/ Pune,Hexaware Technologies,"Pune, Chennai","data modeling, sql coding, data structures, ETL, CRM, relational database, Python, ERP",2.0,7.0
Manager - AWS Data Engineer,LatentView,"Chennai, Bangalore/Bengaluru","hive, spark, AWS, pyspark, Python, SQL",2.0,6.0
LatentView is Hiring For AWS Data Engineer Position @ Chennai Location,LatentView,"Chennai, Bangalore/Bengaluru","hive, spark, AWS, pyspark",2.0,6.0
Data Engineer,VANTAGEIQ TECHNOLOGIES (OPC) PRIVATE LIMITED,"Chennai, Bangalore/Bengaluru","Cassandra, Spark, AWS, SQL, Python, IT Skills, Cloud, Big Data",5.0,10.0
Assistant Manager - Data Visualization Engineer,Michelin,Pune,"BPO, data analysis, Usage, data security, Data Architect, Tool design, Data quality, data visualization",4.0,7.0
"Staff Engineer , Data Engineering",Western Digital,Bangalore/Bengaluru,"XML, Web development, Javascript, HTTP, MVC, Apache, Open source, SQL",2.0,5.0
"Hiring For Data Science Engineers @ Coforge, Gurgaon",Coforge,Gurgaon/Gurugram,"synapse, IT Skills, Java, Python, Data Science, Machine Learning, Cloud, R",3.0,6.0
Engineer - Data Visualisation SME,Deutsche Bank,Pune,"Analytical, Diversity and Inclusion, Banking, Agile, German, data visualization, Business intelligence, Monitoring",1.0,4.0
Data Engineer - Data Lake Storage,VEGA Intellisoft Private Limited,Bangalore/Bengaluru,"Azure DW, ADLS2, Azure, Kafka, Spark, S3, python, azure Streams",4.0,7.0
Data Engineer - Cloud Datawarehouse,VEGA Intellisoft Private Limited,Bangalore/Bengaluru,"MS SQL, metadata, Data modeling, RDBMS, Coding, Shell scripting, Data warehousing, Operations",2.0,3.0
Data Engineer - Advance Customer Analytics,VEGA Intellisoft Private Limited,Bangalore/Bengaluru,"IT Skills, Python, Cloud, AWS, Tableau, Azure, customer analytics, Google Analytics",10.0,20.0
Data Engineer,MPOWER Financing,Bangalore/Bengaluru,"Data analysis, Financial inclusion, Analytical, Data collection, Database administration, Analytics, Financial services, Monitoring",7.0,12.0
Data Engineer - Algo,ParallelStack Sytems,Bangalore/Bengaluru,"Wireless, Telecom, Linux, 3G, Data management, Data structures, Analytics, Monitoring",5.0,10.0
Principal Engineer - Data,Multi Recruit,Bangalore/Bengaluru,"Application programming, Debugging, OLAP, Business intelligence, Principal, Analytics, Monitoring, Android",3.0,5.0
Azure Data Engineer,Quinnox,Bangalore/Bengaluru,etl tool,3.0,6.0
Lead Data Analyst,HELLES TALENT SOLUTIONS PRIVATE LIMITED,"Pune, Bangalore/Bengaluru, Delhi / NCR","SQL, Data Analysis, Data Warehousing, Data Analytics, ETL, NoSQL, Sisense, Python",1.0,3.0
Data Engineer,Neustar MarketShare,Bangalore/Bengaluru,"Unix, Front end, Database design, MySQL, Shell scripting, OLAP, data mapping, Oracle",5.0,10.0
Data Engineer,Enquero,"Hyderabad/Secunderabad, Bangalore/Bengaluru","Computer science, Data analysis, github, NoSQL, orchestration, Shell scripting, SCALA, Business intelligence",4.0,9.0
Data Engineer,Enquero,"Hyderabad/Secunderabad, Bangalore/Bengaluru","github, GIT, query optimization, Data modeling, Database Fundamentals, SCALA, Hadoop, SQL",2.0,5.0
Azure Data Engineer,Intelliest Technology,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","azure databricks, Azure, Data Factory, SCALA, Spark, CosmosDB, Shell Script, CI / CD",4.0,6.0
Data Engineer,Shell,Bangalore/Bengaluru,"Big data technologies, Pyspark, NLP, Data Engineering, Cassandra, Big Data, MongoDB, Spark",2.0,7.0
Data Engineer,Simply Vyapar Apps Private Limited,Bangalore/Bengaluru(Sector 1 HSR Layout),"Data Engineering, Data Migration, RDBMS, Data Visualization, SQL Database, Coding, MySQL, Programming",2.0,6.0
Data Engineer - Big Data,CROPIN TECHNOLOGY SOLUTIONS,Bangalore/Bengaluru,"big data, AWS, IT Skills, Java, Python, Machine Learning, Cloud, DevOps",4.0,8.0
Azure Data Engineer,Thoucentric Technology Pvt ltd,Bangalore/Bengaluru,"azure, IT Skills, Java, Python, Big Data, spark, scala, airflow",2.0,6.0
Data Science Engineer,Jio,"Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru, Mumbai (All Areas)","tensorflow, python, Artificial Intelligence, Natural Language Processing, machine learning, nlp, data science, Computer Vision",6.0,10.0
Big Data Platform Engineer,PayPal,Chennai,"data services, GCP, Performance engineering, Cloud, Infrastructure, Manager Technology, big data, Monitoring",2.0,7.0
"Staff Engineer , Data Engineering",Western Digital,Bangalore/Bengaluru,"Computer science, DOM, Db2, Linux kernel, Web development, MySQL, Javascript, PHP",2.0,7.0
Data Engineer 3-5,PayPal,Bangalore/Bengaluru,"Computer science, Web services, Project management, Reconciliation, Workflow, Entity framework, Informatica, DBMS",4.0,8.0
"Data Engineer - Python, SQL, AWS",Azuga Telematics,Bangalore/Bengaluru,"PYTHON, AWS, SQL, IT Skills, Testing, Serverless, Lambda",6.0,10.0
Data Engineering Analytics - Financial Services,Gojek,Bangalore/Bengaluru,"RDBMS, data security, Risk analytics, data governance, Data quality, Gaming, Financial services, Python",10.0,15.0
Data Engineer - L2 Support function,"Rakuten, Inc.",Bangalore/Bengaluru,"Db2, MySQL, Shell scripting, Agile, Workflow, Application development, Oracle, Teradata",7.0,12.0
Data Engineer 3-1,PayPal,Hyderabad/Secunderabad,"Computer science, Web services, Project management, Workflow, Entity framework, Informatica, DBMS, Powerpoint",8.0,12.0
Engineering Manager - Data Platform,"Rakuten, Inc.",Bangalore/Bengaluru,"Computer science, data science, spark, Hadoop, Technical leadership, Technical architecture, Management, Open source",7.0,12.0
"Engineering Manager, Data Engineering","Cloudera, Inc.",Bangalore/Bengaluru,"JupyterLab, PyCharm, R, Azure, data science, Mlflow, written communication, Docker",4.0,6.0
Data Engineering Manager,Gojek,Bangalore/Bengaluru,"Application engineering, Agile, Infrastructure, Programming, MongoDB, test driven development, Gaming, Distribution system",3.0,5.0
Data Engineers,Intelliswift,Bangalore/Bengaluru,"hive, spark, hadoop, Java, Scala, IT Skills",2.0,5.0
Data Engineer,"Rakuten, Inc.",Bangalore/Bengaluru,"Version control, GIT, Online marketing, Schema, Agile, HTTP, Customer service, Open source",2.0,5.0
Data Engineer,Nokia,Noida,"Service delivery, orchestration, Incharge, Bloomberg, data science, spark, Cloud Services, Cloud",7.0,12.0
Data Engineer: Data Modeling,IBM,Kolkata,"Business analysis, Data modeling, Agile, Teradata, Monitoring, IT Skills, Java, Python",3.0,5.0
Data Engineer: Data Integration,IBM,Hyderabad/Secunderabad,"Unix, MIS, Datastage, Informatica, Business intelligence, Time management, Ab Initio, Operations",2.0,5.0
Data Engineer: Big Data,IBM,Kolkata,"Cloud computing, Eclipse, SCALA, big data, Python, Interpersonal skills, GIT, Time management",2.0,5.0
Mid Level Data Engineer,IBM,Ahmedabad,"Linux, Data management, Open source, SQL, Python, data science, spark, Cloud",4.0,8.0
Data Engineer: Data Modeling,IBM,Pune,"Business analysis, Data modeling, Agile, Teradata, Monitoring, IT Skills, Java, Python",2.0,7.0
Data Engineer: Data Modeling,IBM,Hyderabad/Secunderabad,"Business analysis, Data modeling, Agile, Teradata, Monitoring, IT Skills, Java, Python",3.0,7.0
Data Engineer: Data Integration,IBM,Hyderabad/Secunderabad,"Business process, Coding, Datastage, Business intelligence, Unix shell scripting, IT Skills, Testing, data cleansing",6.0,11.0
Data Engineer - Gurgaon,Ofb Tech,Gurgaon/Gurugram,"Java, Data Engineering, SQL, Airflow, Google Bigquery, Programming, Data Analytics, Apache",5.0,8.0
We are Hiring- Data Engineers,EXL,Delhi / NCR,"Impala, machine learning, Azure, advanced SQL, Bitbucket, NLP Communication, SQL, Git",12.0,15.0
AVP - Data Engineer,Deutsche Bank,Pune,"Backend, Financial reporting, Machine learning, Agile, Data structures, German, Business intelligence, Information technology",2.0,5.0
"Immediate Hiring For Data Science Engineer @ HCL, Chennai",HCL Technologies,Chennai,"Data Science, C++, SCALA, Statistics, Python, Java, Project Management, Scripting Languages",2.0,5.0
Data Engineer: Data Integration,IBM,Hyderabad/Secunderabad,"Coding, Debugging, Agile, Business intelligence, Unix shell scripting, ETL, transform and load, Ab Initio",2.0,5.0
Data Engineer: Data Modeling,IBM,Kolkata,"Business analysis, Data modeling, Agile, Teradata, Monitoring, Hive, Unix Shell Scripting, Hadoop",2.0,5.0
Data Engineer: Data Modeling,IBM,Kolkata,"Business analysis, Data modeling, Agile, Teradata, Monitoring, agile methodologies, Spark, Java",2.0,5.0
Data Engineer: Big Data,IBM,Gurgaon/Gurugram,"Data migration, github, Version control, devops, microsoft, Cosmos, Data warehousing, SQL",12.0,15.0
Data Engineer: Big Data,IBM,Gurgaon/Gurugram,"IT Skills, Python, DevOps, Azure, Data migration, github, Version control, microsoft",4.0,8.0
Data Engineer: Data Modeling,IBM,Kolkata,"Business analysis, Data modeling, Agile, Teradata, Monitoring, Data modelling, Hadoop, Unix Shell Scripting",4.0,8.0
Data Engineer: Data Integration,IBM,Hyderabad/Secunderabad,"Coding, Debugging, Agile, Business intelligence, Unix shell scripting, Ab Initio, ETL, Unix",5.0,8.0
Data Engineer: Data Integration,IBM,Pune,"Coding, XML, Consulting, Asset management, Unix shell scripting, IT Skills, Java, Business process",4.0,6.0
Data Integration Engineer - Slack,SALESFORCE,Pune,"Computer science, Operational excellence, Sales, Web services, Enterprise applications, Salesforce.com, big data, Data warehousing",4.0,6.0
AWS Data Engineer,TaskUs,Chennai,"aws glue, aws lambda",3.0,5.0
SAP Data Services Development Data Platform Engineer,Accenture,Chennai,"SAP BODS, PL SQL Enterprise HANA, SAP Data Services Development, communications, BODS, SAP Data & Development, IT Skills, SAP",3.0,6.0
SAP Data Services Development Data Platform Engineer,Accenture,Chennai,"SAP Data & Development, BODS, SAP Data Services Development, PL SQL Enterprise HANA, communications, SAP BODS, IT Skills, SAP",3.0,7.0
SDE II | Data Engineer | Data & Analytics,Grofers,Gurgaon/Gurugram,"Hive, Customer Service, Data Engineering, Data Structures, Scala, Computer Science, Big Data, Data Engineer",7.0,12.0
Data Engineer,QuEST Global,Pune,"PowerShell, JS rest API, python, NO SQL, SQL, IT Skills, Software Development, Cloud",3.0,6.0
AWS Data Engineer,TaskUs,Indore,"BPO, Computer science, Schema, Agile, Stored procedures, Information technology, AWS, SDLC",7.0,8.0
Urgent Opening || Big Data Engineer|| Chennai (WFO),Tech Mahindra,Chennai,"DynamoDB, Python, RDS, Hadoop, AWS CodeBuild, NOSQL, GitHub, Boto3",1.0,4.0
Data Engineer II,Yatra Online Private Ltd,New Delhi,"Linux, data engineer ii, Django, MySQL, System design, MongoDB, test driven development, SQL",3.0,7.0
Professional 2 Azure Data Engineer,DXC Technology,Hyderabad/Secunderabad,"Communication, Azure Data Factory, PySpark, Databricks, Hive, SparkSql, ADF, Azure SQL DW",5.0,10.0
Data Engineer,GENWORTH,Gurgaon/Gurugram,"Computer science, Coding, Data modeling, Production operations, Consulting, Machine learning, Scheduling, Data mining",3.0,6.0
Big Data Engineer|3-7 yrs|Pune,QuEST Global,Pune,"Airflow, GIT, SCALA, Unix Shell Scripting, Splunk, Jenkins, Kibana, Docker",4.0,8.0
"Opening For Data Engineer @Nttdata, Hyderabad",NTT Data Business Solutions Pvt Ltd,Hyderabad/Secunderabad,"Data Mining, Analytics, Python, R, Data Engineer, Machine Learning, SQL",2.0,5.0
Data Engineer,Quality Engineering Software Technologies Pvt. Ltd.,Pune,"IT Skills, Python, Software Development, Cloud, Azure, Performance tuning, Data migration, RDBMS",2.0,5.0
Data Engineer: Data Integration,IBM,Pune,"XML, Consulting, Asset Management, IT Skills, Java, Content Management, Coding, Business Process",2.0,5.0
Data Engineer: Big Data,IBM,Hyderabad/Secunderabad,"Microsoft, Data Warehousing, SQL, IT Skills, Python, DevOps, Azure, Data Migration",3.0,5.0
Data Engineer: Big Data,IBM,Kolkata,"Microsoft, Data Warehousing, SQL, IT Skills, Python, DevOps, Azure, Data Migration",6.0,10.0
Data Engineer: Big Data,IBM,Gurgaon/Gurugram,"Microsoft, Data Warehousing, SQL, IT Skills, Python, DevOps, Azure, Data Migration",2.0,5.0
Data Science Engineer,AXA Business Services Pvt Ltd,Bengaluru,"Hadoop Administration, GIT, Linux, data science, Coding, Machine learning, Monitoring, Python",5.0,8.0
Staff/Principal Engineer - Data Analytics Engineering,Western Digital,Bangalore/Bengaluru,"Hive, Software Engineering, Data Structures, Hadoop, Big Data Technologies, Spark, Data Analytics, Python",3.0,6.0
Data Engineer: Data Modeling,IBM,Hyderabad/Secunderabad,"Business analysis, Data modeling, Conflict resolution, Agile, Programming, Teradata, SQL scripting, Monitoring",2.0,5.0
Data Engineer,Red Hat,Pune,"IT Skills, Python, AWS, Performance tuning, Linux, Data modeling, Postgresql, Debugging",3.0,5.0
